时间,值
2025-09-23 20:50:00,8.9
2025-09-23 21:05:00,9.4
2025-09-23 21:20:00,9.4
2025-09-23 21:35:00,9.1
2025-09-23 21:50:00,8.9
2025-09-23 22:05:00,8.8
2025-09-23 22:20:00,7.8
2025-09-23 22:35:00,7.4
2025-09-23 22:50:00,7.2
2025-09-23 23:05:00,7.3
2025-09-23 23:20:00,7.3
2025-09-23 23:35:00,7.1
2025-09-23 23:50:00,7.6
2025-09-24 00:05:00,8.0
2025-09-24 00:20:00,8.1
2025-09-24 00:35:00,8.1
2025-09-24 00:50:00,7.9
2025-09-24 01:05:00,7.4
2025-09-24 01:20:00,6.7
2025-09-24 01:35:00,7.1
2025-09-24 01:50:00,7.3
2025-09-24 02:05:00,7.4
2025-09-24 02:20:00,7.3
2025-09-24 02:35:00,6.5
2025-09-24 02:50:00,6.4
2025-09-24 03:05:00,6.7
2025-09-24 03:20:00,7.1
2025-09-24 03:35:00,7.1
2025-09-24 03:50:00,5.8
2025-09-24 04:05:00,5.8
2025-09-24 04:20:00,7.3
2025-09-24 04:35:00,7.0
2025-09-24 04:50:00,6.1
2025-09-24 05:05:00,5.3
2025-09-24 05:20:00,5.2
2025-09-24 05:35:00,6.3
2025-09-24 05:50:00,7.2
2025-09-24 06:05:00,7.7
2025-09-24 06:20:00,5.6
2025-09-24 06:35:00,2.7
2025-09-24 06:50:00,5.7
2025-09-24 07:05:00,7.1
2025-09-24 07:20:00,6.4
2025-09-24 08:20:00,6.1
2025-09-24 08:35:00,6.4
2025-09-24 08:50:00,5.2
2025-09-24 09:05:00,5.3
2025-09-24 09:50:00,6.0
2025-09-24 10:05:00,6.3
2025-09-24 10:20:00,5.9
2025-09-24 10:35:00,7.3
2025-09-24 10:50:00,8.3
2025-09-24 11:05:00,8.5
2025-09-24 11:20:00,7.8
2025-09-24 11:35:00,7.4
2025-09-24 11:50:00,6.3
2025-09-24 12:05:00,5.3
2025-09-24 12:20:00,5.6
2025-09-24 12:35:00,7.9
2025-09-24 12:47:00,8.1
2025-09-24 12:48:00,7.8
2025-09-24 12:49:00,7.8
2025-09-24 12:50:00,7.8
2025-09-24 12:55:00,7.9
2025-09-24 13:05:00,7.7
2025-09-24 13:20:00,7.3
2025-09-24 13:35:00,7.1
2025-09-24 13:50:00,6.7
2025-09-24 14:05:00,5.9
2025-09-24 14:12:00,5.7
2025-09-24 14:20:00,5.6
2025-09-24 14:35:00,4.5
2025-09-24 14:50:00,4.6
2025-09-24 14:56:00,4.7
2025-09-24 15:05:00,6.2
2025-09-24 15:20:00,6.2
2025-09-24 15:26:00,6.3
2025-09-24 15:51:00,6.3
2025-09-24 16:34:00,9.1
2025-09-24 17:05:00,8.5
2025-09-24 17:50:00,9.6
2025-09-24 18:05:00,9.9
2025-09-24 18:20:00,9.5
2025-09-24 18:50:00,8.8
2025-09-24 19:05:00,9.2
2025-09-24 19:06:00,8.9
2025-09-24 19:20:00,9.1
2025-09-24 19:35:00,8.9
2025-09-24 19:50:00,7.7
2025-09-24 20:20:00,7.4
2025-09-24 20:35:00,8.1
2025-09-24 20:50:00,8.6
2025-09-24 21:05:00,7.7
2025-09-24 21:20:00,8.5
2025-09-24 21:35:00,10.9
2025-09-24 21:50:00,11.3
2025-09-24 22:05:00,10.3
2025-09-24 22:20:00,9.6
2025-09-24 23:35:00,8.6
2025-09-24 23:50:00,8.1
2025-09-25 00:05:00,8.3
2025-09-25 00:20:00,7.7
2025-09-25 00:35:00,7.0
2025-09-25 00:50:00,7.2
2025-09-25 01:05:00,7.6
2025-09-25 01:20:00,7.7
2025-09-25 01:35:00,7.4
2025-09-25 01:50:00,7.7
2025-09-25 02:05:00,7.2
2025-09-25 02:20:00,7.4
2025-09-25 02:35:00,7.4
2025-09-25 02:50:00,5.9
2025-09-25 03:05:00,5.9
2025-09-25 03:20:00,6.8
2025-09-25 03:35:00,6.9
2025-09-25 03:50:00,6.8
2025-09-25 04:05:00,6.6
2025-09-25 04:20:00,7.0
2025-09-25 04:35:00,7.3
2025-09-25 04:50:00,7.1
2025-09-25 05:05:00,6.9
2025-09-25 05:20:00,6.3
2025-09-25 06:35:00,7.1
2025-09-25 06:50:00,6.9
2025-09-25 07:50:00,8.2
2025-09-25 08:05:00,8.4
2025-09-25 08:20:00,8.4
2025-09-25 08:35:00,8.4
2025-09-25 10:05:00,9.0
2025-09-25 10:20:00,8.3
2025-09-25 10:35:00,7.9
2025-09-25 10:50:00,7.2
2025-09-25 11:05:00,6.9
2025-09-25 11:20:00,7.1
2025-09-25 11:50:00,6.6
2025-09-25 12:05:00,6.3
2025-09-25 12:20:00,8.6
2025-09-25 12:35:00,11.0
2025-09-25 12:50:00,13.0
2025-09-25 13:05:00,12.1
2025-09-25 13:50:00,12.9
2025-09-25 14:05:00,12.9
2025-09-25 14:20:00,13.2
2025-09-25 14:50:00,12.8
2025-09-25 15:05:00,12.6
2025-09-25 15:20:00,11.8
2025-09-25 15:35:00,10.2
2025-09-25 15:50:00,8.9
2025-09-25 16:05:00,8.1
2025-09-25 17:05:00,5.8
2025-09-25 17:12:00,6.2
2025-09-25 17:20:00,5.8
2025-09-25 17:35:00,5.8
2025-09-25 17:50:00,5.7
2025-09-25 18:05:00,5.6
2025-09-25 19:20:00,6.3
2025-09-25 19:39:00,6.3
2025-09-25 20:20:00,8.1
2025-09-25 20:35:00,9.0
2025-09-25 20:36:00,9.3
2025-09-25 21:05:00,10.8
2025-09-25 21:20:00,11.5
2025-09-25 21:43:00,11.8
2025-09-25 21:44:00,11.4
2025-09-25 21:45:00,11.4
2025-09-25 21:58:00,12.5
2025-09-25 21:59:00,11.9
2025-09-25 22:13:00,12.4
2025-09-25 22:35:00,10.2
2025-09-25 22:50:00,10.1
2025-09-25 23:05:00,10.1
2025-09-25 23:20:00,11.4
2025-09-25 23:35:00,12.0
2025-09-25 23:50:00,11.7
2025-09-26 00:05:00,11.1
2025-09-26 00:20:00,8.7
2025-09-26 00:35:00,6.8
2025-09-26 00:50:00,6.3
2025-09-26 01:05:00,6.2
2025-09-26 01:20:00,8.1
2025-09-26 01:35:00,8.8
2025-09-26 01:50:00,8.7
2025-09-26 02:05:00,8.5
2025-09-26 02:20:00,6.6
2025-09-26 02:35:00,5.1
2025-09-26 02:50:00,5.7
2025-09-26 03:05:00,6.1
2025-09-26 03:20:00,6.4
2025-09-26 03:35:00,6.1
2025-09-26 03:50:00,6.1
2025-09-26 04:05:00,6.4
2025-09-26 04:20:00,6.9
2025-09-26 05:35:00,7.1
2025-09-26 05:50:00,7.3
2025-09-26 06:05:00,7.4
2025-09-26 06:20:00,7.7
2025-09-26 06:35:00,7.8
2025-09-26 06:50:00,7.8
2025-09-26 07:05:00,7.7
2025-09-26 07:20:00,8.1
2025-09-26 07:35:00,8.2
2025-09-26 08:05:00,7.6
2025-09-26 08:35:00,7.1
2025-09-26 08:50:00,7.3
2025-09-26 09:05:00,7.1
2025-09-26 09:20:00,7.1
2025-09-26 09:35:00,7.0
2025-09-26 09:50:00,7.3
2025-09-26 10:50:00,7.0
2025-09-26 11:50:00,6.3
2025-09-26 11:56:00,6.3
2025-09-26 12:20:00,5.8
2025-09-26 12:33:00,5.8
2025-09-26 12:35:00,5.4
2025-09-26 12:39:00,5.9
2025-09-26 12:41:00,5.8
2025-09-26 12:51:00,6.3
2025-09-26 12:55:00,6.3
2025-09-26 12:57:00,6.1
2025-09-26 13:05:00,6.8
2025-09-26 13:20:00,7.0
2025-09-26 13:25:00,7.1
2025-09-26 13:38:00,7.1
2025-09-26 13:50:00,7.0
2025-09-26 14:05:00,7.4
2025-09-26 14:20:00,8.2
2025-09-26 14:29:00,9.6
2025-09-26 14:35:00,9.4
2025-09-26 14:41:00,10.0
2025-09-26 14:42:00,10.0
2025-09-26 14:43:00,10.1
2025-09-26 14:50:00,10.0
2025-09-26 14:51:00,10.0
2025-09-26 14:52:00,10.1