时间,值
2024/03/25 09:14,18.6
2024/03/25 09:29,17.7
2024/03/25 09:44,16.9
2024/03/25 09:59,16.1
2024/03/25 10:14,15.2
2024/03/25 10:29,14.3
2024/03/25 10:44,13.6
2024/03/25 10:59,12.8
2024/03/25 11:14,12.1
2024/03/25 11:29,12.8
2024/03/25 11:44,15.0
2024/03/25 11:59,17.4
2024/03/25 12:14,19.4
2024/03/25 12:29,20.3
2024/03/25 12:44,20.7
2024/03/25 12:59,20.8
2024/03/25 13:14,20.6
2024/03/25 13:29,20.2
2024/03/25 13:44,19.5
2024/03/25 13:59,18.6
2024/03/25 14:14,17.3
2024/03/25 14:29,16.2
2024/03/25 14:44,14.9
2024/03/25 14:59,13.4
2024/03/25 15:14,12.1
2024/03/25 15:29,10.6
2024/03/25 15:44,9.3
2024/03/25 15:59,8.5
2024/03/25 16:14,7.6
2024/03/25 16:29,6.5
2024/03/25 16:44,5.7
2024/03/25 16:59,5.6
2024/03/25 17:14,6.2
2024/03/25 17:29,6.4
2024/03/25 17:44,6.1
2024/03/25 17:59,5.9
2024/03/25 18:14,6.2
2024/03/25 18:29,6.2
2024/03/25 18:44,6.4
2024/03/25 18:59,7.4
2024/03/25 19:14,9.6
2024/03/25 19:29,12.1
2024/03/25 19:44,13.5
2024/03/25 19:59,14.2
2024/03/25 20:14,14.9
2024/03/25 20:29,15.6
2024/03/25 20:44,16.1
2024/03/25 20:59,16.6
2024/03/25 21:14,17.1
2024/03/25 21:29,17.3
2024/03/25 21:44,17.2
2024/03/25 21:59,16.9
2024/03/25 22:14,16.5
2024/03/25 22:29,16.5
2024/03/25 22:44,17.1
2024/03/25 22:59,17.7
2024/03/25 23:14,18.2
2024/03/25 23:29,17.6
2024/03/25 23:44,16.9
2024/03/25 23:59,17.3
2024/03/26 00:14,17.2
2024/03/26 00:29,16.2
2024/03/26 00:44,15.3
2024/03/26 00:59,14.8
2024/03/26 01:14,14.9
2024/03/26 01:29,15.3
2024/03/26 01:44,15.0
2024/03/26 01:59,14.4
2024/03/26 02:14,13.8
2024/03/26 02:29,12.4
2024/03/26 02:44,11.8
2024/03/26 02:59,11.9
2024/03/26 03:14,11.6
2024/03/26 03:29,11.3
2024/03/26 03:44,11.8
2024/03/26 03:59,12.2
2024/03/26 04:14,11.5
2024/03/26 04:29,10.9
2024/03/26 04:44,10.5
2024/03/26 04:59,9.9
2024/03/26 05:14,9.5
2024/03/26 05:29,9.3
2024/03/26 05:44,9.1
2024/03/26 05:59,9.1
2024/03/26 06:14,9.2
2024/03/26 06:29,9.2
2024/03/26 06:44,9.1
2024/03/26 06:59,9.1
2024/03/26 07:14,9.0
2024/03/26 07:29,8.7
2024/03/26 07:44,8.3
2024/03/26 07:59,8.2
2024/03/26 08:14,8.2
2024/03/26 08:29,7.8
2024/03/26 08:44,7.5
2024/03/26 08:59,7.4
2024/03/26 09:14,7.3
2024/03/26 09:29,7.1
2024/03/26 09:44,6.9
2024/03/26 09:59,6.9
2024/03/26 10:14,6.9
2024/03/26 10:29,7.2
2024/03/26 10:44,7.3
2024/03/26 10:59,6.9
2024/03/26 11:14,6.6
2024/03/26 11:29,6.7
2024/03/26 11:44,7.9
2024/03/26 11:59,9.7
2024/03/26 12:14,10.9
2024/03/26 12:29,11.7
2024/03/26 12:44,12.6
2024/03/26 12:59,13.7
2024/03/26 13:14,14.8
2024/03/26 13:29,15.8
2024/03/26 13:44,16.7
2024/03/26 13:59,17.1
2024/03/26 14:14,16.7
2024/03/26 14:29,16.1
2024/03/26 14:44,16.1
2024/03/26 14:59,16.9
2024/03/26 15:14,17.2
2024/03/26 15:29,16.7
2024/03/26 15:44,15.7
2024/03/26 15:59,14.4
2024/03/26 16:14,13.0
2024/03/26 16:29,12.0
2024/03/26 16:44,11.2
2024/03/26 16:59,10.1
2024/03/26 17:14,8.8
2024/03/26 17:29,7.6
2024/03/26 17:44,6.4
2024/03/26 17:59,5.7
2024/03/26 18:14,5.3
2024/03/26 18:29,5.3
2024/03/26 18:44,5.7
2024/03/26 18:59,5.8
2024/03/26 19:14,6.4
2024/03/26 19:29,8.6
2024/03/26 19:44,10.9
2024/03/26 19:59,12.4
2024/03/26 20:14,13.4
2024/03/26 20:29,14.8
2024/03/26 20:44,16.2
2024/03/26 20:59,17.3
2024/03/26 21:14,18.6
2024/03/26 21:29,19.5
2024/03/26 21:44,20.4
2024/03/26 21:59,21.3
2024/03/26 22:14,21.3
2024/03/26 22:29,20.9
2024/03/26 22:44,21.1
2024/03/26 22:59,21.7
2024/03/26 23:14,21.4
2024/03/26 23:29,21.2
2024/03/26 23:44,21.2
2024/03/26 23:59,21.4
2024/03/27 00:14,21.7
2024/03/27 00:29,21.7
2024/03/27 00:44,21.4
2024/03/27 00:59,21.7
2024/03/27 01:14,21.9
2024/03/27 01:29,21.7
2024/03/27 01:44,21.1
2024/03/27 01:59,20.0
2024/03/27 02:14,19.2
2024/03/27 02:29,18.4
2024/03/27 02:44,17.9
2024/03/27 02:59,18.3
2024/03/27 03:14,18.2
2024/03/27 03:29,17.4
2024/03/27 03:44,16.8
2024/03/27 03:59,15.7
2024/03/27 04:14,14.9
2024/03/27 04:29,14.7
2024/03/27 04:44,14.2
2024/03/27 04:59,13.6
2024/03/27 05:14,12.8
2024/03/27 05:29,12.4
2024/03/27 05:44,12.2
2024/03/27 05:59,11.7
2024/03/27 06:14,10.9
2024/03/27 06:29,10.7
2024/03/27 06:44,11.5
2024/03/27 06:59,13.4
2024/03/27 07:14,15.4
2024/03/27 07:29,16.4
2024/03/27 07:44,16.4
2024/03/27 07:59,15.8
2024/03/27 08:14,14.8
2024/03/27 08:29,13.7
2024/03/27 08:44,12.4
2024/03/27 08:59,11.2
2024/03/27 09:14,10.1
2024/03/27 09:29,9.1
2024/03/27 09:44,8.3
2024/03/27 09:59,7.2
2024/03/27 10:14,6.5
2024/03/27 10:29,5.9
2024/03/27 10:44,5.4
2024/03/27 10:59,5.1
2024/03/27 11:14,5.4
2024/03/27 11:29,7.0
2024/03/27 11:44,9.6
2024/03/27 11:59,11.3
2024/03/27 12:14,12.2
2024/03/27 12:29,12.1
2024/03/27 12:44,11.7
2024/03/27 12:59,12.0
2024/03/27 13:14,12.8
2024/03/27 13:29,13.4
2024/03/27 13:44,13.8
2024/03/27 13:59,13.7
2024/03/27 14:14,13.5
2024/03/27 14:29,13.7
2024/03/27 14:44,13.8
2024/03/27 14:59,13.9
2024/03/27 15:14,14.2
2024/03/27 15:29,14.4
2024/03/27 15:44,14.3
2024/03/27 15:59,13.9
2024/03/27 16:14,13.8
2024/03/27 16:29,12.9
2024/03/27 16:44,12.0
2024/03/27 16:59,12.7
2024/03/27 17:14,14.0
2024/03/27 17:29,14.6
2024/03/27 17:44,15.0
2024/03/27 17:59,15.3
2024/03/27 18:14,15.2
2024/03/27 18:29,15.4
2024/03/27 18:44,15.9
2024/03/27 18:59,15.6
2024/03/27 19:14,14.6
2024/03/27 19:29,13.8
2024/03/27 19:44,13.1
2024/03/27 19:59,12.8
2024/03/27 20:14,12.7
2024/03/27 20:29,12.4
2024/03/27 20:44,12.2
2024/03/27 20:59,11.9
2024/03/27 21:14,11.7
2024/03/27 21:29,11.2
2024/03/27 21:44,10.4
2024/03/27 21:59,10.0
2024/03/27 22:14,9.4
2024/03/27 22:29,9.1
2024/03/27 22:44,8.8
2024/03/27 22:59,8.5
2024/03/27 23:14,8.4
2024/03/27 23:29,8.3
2024/03/27 23:44,8.2
2024/03/27 23:59,8.1
2024/03/28 00:14,7.9
2024/03/28 00:29,7.9
2024/03/28 00:44,7.8
2024/03/28 00:59,7.8
2024/03/28 01:14,7.8
2024/03/28 01:29,7.8
2024/03/28 01:44,7.7
2024/03/28 01:59,7.6
2024/03/28 02:14,7.7
2024/03/28 02:29,7.8
2024/03/28 02:44,7.8
2024/03/28 02:59,7.7
2024/03/28 03:14,7.9
2024/03/28 03:29,8.0
2024/03/28 03:44,7.9
2024/03/28 03:59,7.8
2024/03/28 04:14,7.7
2024/03/28 04:29,7.8
2024/03/28 04:44,7.8
2024/03/28 04:59,7.9
2024/03/28 05:14,8.0
2024/03/28 05:29,8.0
2024/03/28 05:44,8.1
2024/03/28 05:59,8.4
2024/03/28 06:14,8.3
2024/03/28 06:29,8.3
2024/03/28 06:44,8.4
2024/03/28 06:59,8.4
2024/03/28 07:14,8.8
2024/03/28 07:29,8.9
2024/03/28 07:44,9.6
2024/03/28 07:59,10.8
2024/03/28 08:14,12.3
2024/03/28 08:29,13.8
2024/03/28 08:44,15.0
2024/03/28 08:59,16.1
2024/03/28 09:14,17.7
2024/03/28 09:29,19.2
2024/03/28 09:44,20.6
2024/03/28 09:59,21.9
2024/03/28 10:14,22.9
2024/03/28 10:29,23.6
2024/03/28 10:44,24.6
2024/03/28 10:59,25.7
2024/03/28 11:14,25.8
2024/03/28 11:29,24.8
2024/03/28 11:44,23.9
2024/03/28 11:59,23.1
2024/03/28 12:14,22.1
2024/03/28 12:29,22.1
2024/03/28 12:44,22.2
2024/03/28 12:59,21.7
2024/03/28 13:14,21.1
2024/03/28 13:29,20.1
2024/03/28 13:44,18.9
2024/03/28 13:59,18.1
2024/03/28 14:14,17.7
2024/03/28 14:29,17.9
2024/03/28 14:44,18.3
2024/03/28 14:59,17.7
2024/03/28 15:14,16.9
2024/03/28 15:29,16.9
2024/03/28 15:44,16.8
2024/03/28 15:59,16.1
2024/03/28 16:14,15.9
2024/03/28 16:29,15.8
2024/03/28 16:44,15.0
2024/03/28 16:59,14.2
2024/03/28 17:14,13.9
2024/03/28 17:29,13.9
2024/03/28 17:44,14.1
2024/03/28 17:59,13.9
2024/03/28 18:14,13.5
2024/03/28 18:29,13.6
2024/03/28 18:44,15.1
2024/03/28 18:59,16.9
2024/03/28 19:14,18.2
2024/03/28 19:29,18.7
2024/03/28 19:44,18.9
2024/03/28 19:59,19.4
2024/03/28 20:14,20.0
2024/03/28 20:29,19.9
2024/03/28 20:44,19.8
2024/03/28 20:59,20.4
2024/03/28 21:14,20.4
2024/03/28 21:29,19.4
2024/03/28 21:44,18.7
2024/03/28 21:59,18.4
2024/03/28 22:14,18.2
2024/03/28 22:29,17.7
2024/03/28 22:44,16.9
2024/03/28 22:59,15.8
2024/03/28 23:14,14.9
2024/03/28 23:29,14.2
2024/03/28 23:44,13.4
2024/03/28 23:59,12.7
2024/03/29 00:14,11.7
2024/03/29 00:29,11.2
2024/03/29 00:44,11.0
2024/03/29 00:59,10.1
2024/03/29 01:14,9.1
2024/03/29 01:29,8.8
2024/03/29 01:44,8.8
2024/03/29 01:59,8.7
2024/03/29 02:14,8.7
2024/03/29 02:29,8.5
2024/03/29 02:44,8.3
2024/03/29 02:59,8.3
2024/03/29 03:14,8.1
2024/03/29 03:29,8.2
2024/03/29 03:44,8.3
2024/03/29 03:59,7.8
2024/03/29 04:14,7.7
2024/03/29 04:29,7.7
2024/03/29 04:44,7.8
2024/03/29 04:59,7.7
2024/03/29 05:14,7.8
2024/03/29 05:29,8.1
2024/03/29 05:44,7.9
2024/03/29 05:59,7.7
2024/03/29 06:14,8.8
2024/03/29 06:29,9.8
2024/03/29 06:44,9.7
2024/03/29 06:59,9.4
2024/03/29 07:14,10.3
2024/03/29 07:29,12.6
2024/03/29 07:44,14.2
2024/03/29 07:59,14.7
2024/03/29 08:14,15.8
2024/03/29 08:29,16.6
2024/03/29 08:44,16.9
2024/03/29 08:59,16.8
2024/03/29 09:14,16.8
2024/03/29 09:29,16.5
2024/03/29 09:44,15.4
2024/03/29 09:59,14.9
2024/03/29 10:14,14.6
2024/03/29 10:29,13.9
2024/03/29 10:44,13.2
2024/03/29 10:59,12.9
2024/03/29 11:14,12.6
2024/03/29 11:29,12.1
2024/03/29 11:44,12.0
2024/03/29 11:59,12.4
2024/03/29 12:14,13.4
2024/03/29 12:29,14.7
2024/03/29 12:44,15.9
2024/03/29 12:59,17.1
2024/03/29 13:14,17.7
2024/03/29 13:29,18.1
2024/03/29 13:44,18.3
2024/03/29 13:59,18.4
2024/03/29 14:14,18.9
2024/03/29 14:29,19.6
2024/03/29 14:44,19.1
2024/03/29 14:59,18.0
2024/03/29 15:14,17.9
2024/03/29 15:29,18.6
2024/03/29 15:44,17.9
2024/03/29 15:59,16.6
2024/03/29 16:14,16.5
2024/03/29 16:29,16.2
2024/03/29 16:44,15.4
2024/03/29 16:59,15.3
2024/03/29 17:14,15.2
2024/03/29 17:29,14.4
2024/03/29 17:44,13.6
2024/03/29 17:59,12.8
2024/03/29 18:14,12.3
2024/03/29 18:29,12.2
2024/03/29 18:44,11.3
2024/03/29 18:59,11.0
2024/03/29 19:14,11.8
2024/03/29 19:29,11.9
2024/03/29 19:44,10.9
2024/03/29 19:59,10.8
2024/03/29 20:14,12.4
2024/03/29 20:29,13.1
2024/03/29 20:44,13.4
2024/03/29 20:59,13.2
2024/03/29 21:14,13.2
2024/03/29 21:29,13.8
2024/03/29 21:44,14.3
2024/03/29 21:59,14.7
2024/03/29 22:14,14.6
2024/03/29 22:29,14.1
2024/03/29 22:44,14.1
2024/03/29 22:59,14.8
2024/03/29 23:14,15.2
2024/03/29 23:29,14.3
2024/03/29 23:44,13.5
2024/03/29 23:59,13.2
2024/03/30 00:14,13.6
2024/03/30 00:44,11.9
2024/03/30 00:59,15.2
2024/03/30 01:14,13.6
2024/03/30 01:29,12.7
2024/03/30 01:44,12.9
2024/03/30 01:59,11.9
2024/03/30 02:14,11.6
2024/03/30 02:29,11.1
2024/03/30 02:44,11.4
2024/03/30 02:59,12.7
2024/03/30 03:14,11.8
2024/03/30 03:29,11.1
2024/03/30 03:44,10.7
2024/03/30 03:59,9.3
2024/03/30 04:14,9.7
2024/03/30 04:29,11.3
2024/03/30 04:44,9.6
2024/03/30 04:59,8.6
2024/03/30 05:14,8.4
2024/03/30 05:29,8.0
2024/03/30 05:44,8.8
2024/03/30 05:59,9.1
2024/03/30 06:14,8.2
2024/03/30 06:29,7.9
2024/03/30 06:44,8.1
2024/03/30 06:59,8.3
2024/03/30 07:14,7.6
2024/03/30 07:29,6.7
2024/03/30 07:44,8.1
2024/03/30 07:59,9.3
2024/03/30 08:14,9.1
2024/03/30 08:29,8.6
2024/03/30 08:44,8.6
2024/03/30 08:59,8.9
2024/03/30 09:14,9.0
2024/03/30 09:29,8.9
2024/03/30 09:44,9.2
2024/03/30 09:59,9.2
2024/03/30 10:14,9.2
2024/03/30 10:29,10.1
2024/03/30 10:44,11.7
2024/03/30 10:59,13.7
2024/03/30 11:14,16.2
2024/03/30 11:29,17.8
2024/03/30 11:44,17.7
2024/03/30 11:59,17.6
2024/03/30 12:14,17.3
2024/03/30 12:29,16.8
2024/03/30 12:44,16.4
2024/03/30 12:59,15.9
2024/03/30 13:14,15.1
2024/03/30 13:29,14.3
2024/03/30 13:44,13.4
2024/03/30 13:59,12.3
2024/03/30 14:14,11.8
2024/03/30 14:29,11.3
2024/03/30 14:44,10.8
2024/03/30 14:59,10.7
2024/03/30 15:14,10.1
2024/03/30 15:29,9.8
2024/03/30 15:44,9.6
2024/03/30 15:59,9.1
2024/03/30 16:14,8.9
2024/03/30 16:29,8.8
2024/03/30 16:44,8.7
2024/03/30 16:59,8.4
2024/03/30 17:14,8.3
2024/03/30 17:29,9.2
2024/03/30 17:44,10.3
2024/03/30 17:59,10.2
2024/03/30 18:14,9.3
2024/03/30 18:29,8.7
2024/03/30 18:44,8.4
2024/03/30 18:59,8.6
2024/03/30 19:14,9.9
2024/03/30 19:29,11.5
2024/03/30 19:44,13.1
2024/03/30 19:59,14.6
2024/03/30 20:14,14.6
2024/03/30 20:29,14.8
2024/03/30 20:44,15.8
2024/03/30 20:59,16.3
2024/03/30 21:14,16.4
2024/03/30 21:29,16.4
2024/03/30 21:44,16.6
2024/03/30 21:59,16.3
2024/03/30 22:14,15.8
2024/03/30 22:29,16.1
2024/03/30 22:44,17.1
2024/03/30 22:59,16.2
2024/03/30 23:14,14.3
2024/03/30 23:29,13.6
2024/03/30 23:44,13.3
2024/03/30 23:59,13.0
2024/03/31 00:14,13.1
2024/03/31 00:29,12.8
2024/03/31 00:44,11.8
2024/03/31 00:59,10.8
2024/03/31 01:14,11.3
2024/03/31 01:29,11.8
2024/03/31 01:44,11.4
2024/03/31 01:59,11.3
2024/03/31 02:14,11.1
2024/03/31 02:29,10.8
2024/03/31 02:44,10.8
2024/03/31 02:59,11.1
2024/03/31 03:14,10.9
2024/03/31 03:29,10.3
2024/03/31 03:44,10.6
2024/03/31 03:59,10.8
2024/03/31 04:14,9.9
2024/03/31 04:29,11.1
2024/03/31 04:44,11.7
2024/03/31 04:59,10.4
2024/03/31 05:14,10.2
2024/03/31 05:29,9.8
2024/03/31 05:44,8.9
2024/03/31 05:59,8.5
2024/03/31 06:14,9.4
2024/03/31 06:29,9.8
2024/03/31 06:44,9.7
2024/03/31 06:59,9.7
2024/03/31 07:14,9.6
2024/03/31 07:29,9.8
2024/03/31 07:44,9.7
2024/03/31 07:59,9.5
2024/03/31 08:14,9.7
2024/03/31 08:29,9.7
2024/03/31 08:44,9.6
2024/03/31 08:59,9.4
2024/03/31 09:14,9.2
2024/03/31 09:29,9.2
2024/03/31 09:44,9.3
2024/03/31 09:59,9.6
2024/03/31 10:14,9.8
2024/03/31 10:29,9.8
2024/03/31 10:44,9.9
2024/03/31 10:59,9.9
2024/03/31 11:14,9.7
2024/03/31 11:29,9.6
2024/03/31 11:44,9.6
2024/03/31 11:59,9.6
2024/03/31 12:14,9.6
2024/03/31 12:29,9.5
2024/03/31 12:44,9.4
2024/03/31 12:59,9.4
2024/03/31 13:14,10.4
2024/03/31 13:29,12.1
2024/03/31 13:44,14.0
2024/03/31 13:59,15.8
2024/03/31 14:14,16.9
2024/03/31 14:29,17.1
2024/03/31 14:44,17.4
2024/03/31 14:59,17.9
2024/03/31 15:14,18.4
2024/03/31 15:29,18.4
2024/03/31 15:44,17.7
2024/03/31 15:59,17.2
2024/03/31 16:14,17.2
2024/03/31 16:29,17.8
2024/03/31 16:44,17.7
2024/03/31 16:59,16.4
2024/03/31 17:14,14.8
2024/03/31 17:29,13.9
2024/03/31 17:44,13.7
2024/03/31 17:59,13.3
2024/03/31 18:14,12.7
2024/03/31 18:29,11.4
2024/03/31 18:44,10.2
2024/03/31 18:59,9.2
2024/03/31 19:14,9.1
2024/03/31 19:29,10.0
2024/03/31 19:44,10.6
2024/03/31 19:59,10.9
2024/03/31 20:14,11.4
2024/03/31 20:29,11.0
2024/03/31 20:44,10.6
2024/03/31 20:59,10.4
2024/03/31 21:14,11.8
2024/03/31 21:29,14.1
2024/03/31 21:44,12.4
2024/03/31 21:59,12.2
2024/03/31 22:14,12.7
2024/03/31 22:29,9.8
2024/03/31 22:44,9.7
2024/03/31 22:59,11.2
2024/03/31 23:14,9.8
2024/03/31 23:29,10.1
2024/03/31 23:44,11.6
2024/03/31 23:59,13.1
2024/04/01 00:14,13.1
2024/04/01 00:29,11.6
2024/04/01 00:44,10.7
2024/04/01 00:59,10.5
2024/04/01 01:14,9.6
2024/04/01 01:29,8.3
2024/04/01 01:44,7.7
2024/04/01 01:59,7.5
2024/04/01 02:14,7.5
2024/04/01 02:29,7.4
2024/04/01 02:44,7.9
2024/04/01 02:59,8.3
2024/04/01 03:14,8.0
2024/04/01 03:29,7.5
2024/04/01 03:44,7.1
2024/04/01 03:59,7.0
2024/04/01 04:14,6.8
2024/04/01 04:29,6.4
2024/04/01 04:44,6.3
2024/04/01 04:59,6.2
2024/04/01 05:14,6.1
2024/04/01 05:29,5.9
2024/04/01 05:44,5.9
2024/04/01 05:59,6.0
2024/04/01 06:14,6.2
2024/04/01 06:29,6.3
2024/04/01 06:44,6.2
2024/04/01 06:59,6.1
2024/04/01 07:14,6.2
2024/04/01 07:29,6.4
2024/04/01 07:44,6.5
2024/04/01 07:59,6.4
2024/04/01 08:14,6.4
2024/04/01 08:29,6.3
2024/04/01 08:44,6.2
2024/04/01 08:59,5.9
2024/04/01 09:14,5.6
